Open_time,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Ignore,symbol
2025-10-17,205.06,234.75,187.02,217.8,848854.795,2025-10-17 23:59:59.999,177405714.11573,642150,427142.821,89494337.49943,0,ZECUSDT
2025-10-18,217.84,226.98,210.0,221.36,325012.359,2025-10-18 23:59:59.999,70868447.92938,277583,160825.018,35099285.53535,0,ZECUSDT
2025-10-19,221.39,244.83,211.2,235.77,416878.549,2025-10-19 23:59:59.999,94428464.4386,394583,212413.979,48156641.87536,0,ZECUSDT
2025-10-20,235.8,284.56,229.53,268.61,684152.624,2025-10-20 23:59:59.999,175121948.43532,598099,376450.864,96443938.16284,0,ZECUSDT
2025-10-21,268.57,310.0,245.58,262.93,858539.20574,2025-10-21 23:59:59.999,236905132.8360285,842771,443473.28273,122797687.93361,0,ZECUSDT
2025-10-22,262.9,281.95,226.26,238.65,826999.673,2025-10-22 23:59:59.999,213518693.30837,793428,404756.459,104846851.20268,0,ZECUSDT
2025-10-23,238.77,252.78,228.62,243.56,563400.879,2025-10-23 23:59:59.999,134504222.68124,511507,283408.57,67742097.59133,0,ZECUSDT
2025-10-24,243.49,273.37,239.99,269.94,565929.289,2025-10-24 23:59:59.999,146891261.96529,528529,301595.249,78361935.27953,0,ZECUSDT
2025-10-25,269.94,284.75,265.5,276.12,336768.929,2025-10-25 23:59:59.999,91879753.03558,368333,190781.42,52129300.01611,0,ZECUSDT
2025-10-26,276.14,359.42,272.0,325.24,1217866.01402,2025-10-26 23:59:59.999,397433046.34791106,1230284,601237.30589,195503522.994501,0,ZECUSDT
2025-10-27,325.28,374.74,325.28,341.75,829003.08719,2025-10-27 23:59:59.999,295075920.5081868,985629,419425.11519,149551512.4556368,0,ZECUSDT
2025-10-28,341.78,343.88,307.84,315.85,653957.068,2025-10-28 23:59:59.999,213408295.97648,745574,327532.849,106846388.46949,0,ZECUSDT
2025-10-29,315.85,363.46,309.77,351.59,653900.982,2025-10-29 23:59:59.999,219994998.32686,743484,328992.665,110811244.84455,0,ZECUSDT
2025-10-30,351.63,368.47,298.03,345.56,912172.885,2025-10-30 23:59:59.999,308070388.31164,1196539,465387.649,157591639.99898,0,ZECUSDT
2025-10-31,345.56,414.23,339.45,404.54,1210070.29182,2025-10-31 23:59:59.999,457456227.0159489,1455010,635455.24901,240260780.2017941,0,ZECUSDT
2025-11-01,404.57,449.8,393.38,412.13,895709.10169,2025-11-01 23:59:59.999,377149761.56790674,1317069,461492.03769,194544881.70286673,0,ZECUSDT
2025-11-02,412.07,432.5,367.2,418.52,711885.508,2025-11-02 23:59:59.999,287144305.47204,1076403,354862.494,143348999.60401,0,ZECUSDT
2025-11-03,418.4,435.93,374.68,433.88,724827.142,2025-11-03 23:59:59.999,290681685.39079,943371,367683.438,147794086.76863,0,ZECUSDT
2025-11-04,433.83,485.03,370.32,441.8,2031384.97896,2025-11-04 23:59:59.999,864800096.4956775,2857584,1060647.43911,453391981.33376735,0,ZECUSDT
2025-11-05,441.9,507.99,411.16,478.33,958728.95264,2025-11-05 23:59:59.999,446071519.0189495,1697208,483828.60647,225218089.30740407,0,ZECUSDT
2025-11-06,478.34,551.59,469.08,535.84,912589.70241,2025-11-06 23:59:59.999,472242727.0463487,1576952,464157.79774,240366464.25030872,0,ZECUSDT
2025-11-07,535.83,750.0,525.17,645.44,2439893.99571,2025-11-07 23:59:59.999,1608190257.4684255,3468129,1231271.26951,811913836.0585657,0,ZECUSDT
2025-11-08,645.48,658.93,488.07,600.77,2383707.388,2025-11-08 23:59:59.999,1329232415.91425,2752035,1183624.418,661048709.14461,0,ZECUSDT
2025-11-09,600.71,669.39,529.34,615.8,1147156.288,2025-11-09 23:59:59.999,698862624.59432,1444521,609205.891,370771810.01621,0,ZECUSDT
2025-11-10,615.8,684.28,512.37,522.13,3330198.354,2025-11-10 23:59:59.999,1948261857.70135,3233537,1679499.539,986350575.0873101,0,ZECUSDT
2025-11-11,522.18,600.0,440.44,443.43,1728719.402,2025-11-11 23:59:59.999,876757667.6571,1978936,851656.353,434703908.67455,0,ZECUSDT
2025-11-12,443.48,547.76,424.15,504.91,1428576.427,2025-11-12 23:59:59.999,682050671.90292,1599772,736080.517,351905096.97023,0,ZECUSDT
2025-11-13,504.91,536.97,469.71,519.51,997308.204,2025-11-13 23:59:59.999,502150933.16368,1182563,498643.928,251451617.61077,0,ZECUSDT
2025-11-14,519.6,614.93,483.51,608.68,1197395.95,2025-11-14 23:59:59.999,656432820.80782,1678510,630112.148,345652862.77702,0,ZECUSDT
2025-11-15,608.71,743.0,598.56,670.84,1437574.485,2025-11-15 23:59:59.999,965223682.82933,1779727,739346.303,496663765.67577,0,ZECUSDT
2025-11-16,670.78,740.0,649.0,699.0,2092839.036,2025-11-16 23:59:59.999,1463701956.05557,2061641,1074920.607,753310301.3595501,0,ZECUSDT
2025-11-17,699.15,728.66,605.61,610.54,1201239.357,2025-11-17 23:59:59.999,815179239.08128,1295812,591748.094,403102267.10519,0,ZECUSDT
2025-11-18,610.54,654.95,545.0,625.26,1192416.186,2025-11-18 23:59:59.999,713834627.17733,1581866,582442.922,349561156.82418,0,ZECUSDT
2025-11-19,625.08,685.99,581.74,674.7,1083565.65,2025-11-19 23:59:59.999,679990579.4616,1150430,555573.332,349313203.41105,0,ZECUSDT
2025-11-20,674.71,718.0,653.37,655.82,1085459.823,2025-11-20 23:59:59.999,749617577.2646099,1240588,534320.446,369502753.42364,0,ZECUSDT
2025-11-21,655.82,699.0,512.75,550.76,1218266.788,2025-11-21 23:59:59.999,753645047.712,1566641,580755.612,359689190.33578,0,ZECUSDT
2025-11-22,550.76,550.9,470.32,518.0,1781968.616,2025-11-22 23:59:59.999,915438083.37416,1453056,876519.609,451430862.51083,0,ZECUSDT
2025-11-23,518.0,610.92,514.48,572.91,760639.749,2025-11-23 23:59:59.999,437620657.93658,983131,382830.707,220137769.29912,0,ZECUSDT
2025-11-24,572.8,595.0,515.58,519.94,626507.94,2025-11-24 23:59:59.999,349117337.61969,768915,301712.277,168509679.01546,0,ZECUSDT
2025-11-25,519.92,534.37,481.52,511.31,642322.718,2025-11-25 23:59:59.999,325622352.0667,740551,308337.036,156478592.47763,0,ZECUSDT
2025-11-26,511.31,535.97,491.52,527.05,451737.797,2025-11-26 23:59:59.999,231653669.95034,610696,230216.801,118057447.94575,0,ZECUSDT
2025-11-27,527.09,549.86,482.18,490.07,428977.869,2025-11-27 23:59:59.999,220364655.93718,501852,197783.868,101731566.95417,0,ZECUSDT
2025-11-28,490.07,490.51,448.0,452.02,434920.062,2025-11-28 23:59:59.999,203373834.3911,556275,194972.014,91420145.04641,0,ZECUSDT
2025-11-29,452.06,474.28,438.18,460.48,273572.464,2025-11-29 23:59:59.999,125651649.59563,351676,136469.932,62802151.21758,0,ZECUSDT
2025-11-30,460.43,470.59,425.48,427.94,377681.762,2025-11-30 23:59:59.999,168341024.92798,384164,155108.593,69146631.22352,0,ZECUSDT
2025-12-01,427.82,430.16,321.52,343.91,1236191.372,2025-12-01 23:59:59.999,444473941.75314,1172934,570443.952,204899836.72466,0,ZECUSDT
2025-12-02,343.94,385.44,305.37,312.81,1145570.132,2025-12-02 23:59:59.999,386937862.23867,1066899,569067.227,192823545.1332,0,ZECUSDT
2025-12-03,312.86,380.0,301.14,338.72,1250494.78,2025-12-03 23:59:59.999,424104843.92327,1291462,629026.523,213714892.45743,0,ZECUSDT
2025-12-04,338.81,369.53,335.11,367.57,615619.675,2025-12-04 23:59:59.999,219838856.17067,679356,312420.705,111592603.13409,0,ZECUSDT
2025-12-05,367.58,409.32,351.88,360.07,929001.347,2025-12-05 23:59:59.999,355028893.29719,999998,486868.359,186137353.35243,0,ZECUSDT
